,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err
554,Andre Brooks,eng ENG,"MF,DF",20-261,9.5,19.0,12,7.0,10.0,2.0,13.0,1.0,12.0,12,31.0,16.0,0.0
555,Oliver Arblaster,eng ENG,MF,20-002,9.1,20.0,12,9.0,8.0,3.0,16.0,7.0,9.0,13,33.0,7.0,0.0
556,William Osula,dk DEN,FW,20-277,8.7,2.0,2,1.0,0.0,1.0,3.0,1.0,2.0,2,4.0,9.0,0.0
557,Ivo Grbić,hr CRO,GK,28-110,8.6,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,9.0,1.0
558,Mason Holgate,eng ENG,DF,27-198,7.6,11.0,7,5.0,5.0,1.0,11.0,4.0,7.0,10,21.0,39.0,0.0
559,John Egan,ie IRL,DF,31-200,5.4,6.0,4,4.0,2.0,0.0,10.0,4.0,6.0,13,19.0,39.0,1.0
560,Yasser Larouci,dz ALG,DF,23-127,5.3,16.0,8,9.0,5.0,2.0,6.0,1.0,5.0,7,23.0,20.0,1.0
561,Anis Ben Slimane,tn TUN,MF,23-052,4.3,10.0,6,5.0,1.0,4.0,6.0,1.0,5.0,5,15.0,6.0,0.0
562,Max Lowe,eng ENG,"DF,MF",26-362,4.4,20.0,10,12.0,5.0,3.0,7.0,3.0,4.0,5,25.0,13.0,0.0
563,Bénie Adama Traore,ci CIV,"FW,MF",21-159,4.3,4.0,2,1.0,2.0,1.0,4.0,1.0,3.0,1,5.0,1.0,0.0
564,Chris Basham,eng ENG,"DF,MF",35-292,3.6,7.0,2,4.0,3.0,0.0,9.0,4.0,5.0,5,12.0,17.0,0.0
565,Rhian Brewster,eng ENG,"FW,MF",24-036,3.4,5.0,1,1.0,2.0,2.0,2.0,0.0,2.0,0,5.0,2.0,0.0
566,Tom Davies,eng ENG,MF,25-312,2.5,10.0,5,4.0,3.0,3.0,2.0,1.0,1.0,3,13.0,6.0,1.0
567,Rhys Norrington-Davies,wls WAL,DF,25-015,1.2,1.0,1,1.0,0.0,0.0,2.0,0.0,2.0,1,2.0,2.0,0.0
568,John Fleck,sct SCO,"MF,DF",32-257,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0
569,Antwoine Hackford,eng ENG,FW,20-048,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
570,Sydie Peck,eng ENG,MF,19-237,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
571,Ryan One,sct SCO,FW,17-316,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
